loai_bds,tieu_de,gia,dien_tich,kich_thuoc,huong,so_tang,so_phong_ngu,so_wc,phap_ly,quan_huyen,dia_chi,nguon
Shophouse,"Mở bán 50 căn Shophouse tại Phú Gia Royal Park, giá 5 tỷ, 70m2, 4 tầng, 1 tum, Quy Nhơn Gia LAi",Giá thỏa thuận,70 m²,"70m2,",Nam,4 tầng 1 tum,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tay-son-phuong-quang-trung-7-phu-gia-royal-park/ban-tai-5-ty-70m2-4-tang-3pn-3wc-q-quy-nhon-binh-dinh-pr44548077
Cần hộ chung cư,"BÁN CĂN HỘ 2PN PHÚ TÀI RESIDENCE VIEW HỒ BƠI ĐẸP- GIÁ TỐT 1,950 TỶ","1,95 tỷ",65 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/ban-2pn-view-boi-ep-gia-tot-1-950-ty-pr45615088
Cần hộ chung cư,Bán căn hộ cao cấp The Sailling Quy Nhơn - 2 PN. Giá siêu rẻ. Sổ hồng lâu dài,"3,2 tỷ",65 m²,,,,2 PN,,Sổ hồng,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/ban-cao-cap-sailling-1pn-2-pn-3-pn-gia-sieu-re-so-hong-lau-dai-pr43321660
Cần hộ chung cư,"Simona Heights - Căn góc view biển hàng chủ đầu tư. Căn hộ cao cấp, sở hữu lâu dài, cách biển 300m","3,65 tỷ","94,11 m²","300m                         3,65",,29 tầng 1 tum,3 PN,,Sổ hồng,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/goc-view-bien-hang-chu-au-tu-cao-cap-so-huu-lau-dai-cach-bien-300m-pr45806716
Bán đất,"Bán đất tại suối Ông Sung, 127m2, giá thỏa thuận, mặt tiền TT thương mại",Giá thỏa thuận,127 m²,"127m2,",,,,,,H. Phù Cát,H. Phù Cát (X. Cát Tiến mới),https://batdongsan.com.vn/ban-dat-xa-cat-tien/ban-at-tai-suoi-ong-sung-127m2-gia-thoa-thuan-mat-tt-thuong-mai-pr45692062
Cần hộ chung cư,Tặng ngay gói nội thất liền tường và 12 tháng miễn lãi khi mua Phu Tai Central Life trong tháng,2 tỷ,58 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/tang-ngay-goi-noi-that-lien-tuong-va-12-thang-mien-lai-khi-mua-trong-thang-pr44773221
Cần hộ chung cư,"Bán căn hộ 1PN, 1WC tại 28 Lê Duẩn, giá tốt chỉ với 2,3 tỷ, 47m2 Hot!","2,4 tỷ",47 m²,47m2,,,1 PN,1 WC,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/ban-1pn-1wc-tai-28-gia-tot-chi-voi-2-3-ty-47m2-hot-pr45796120
Nhà mặt phố,"(HÍM NGON) Bán Nhà 2,5 mê Mặt Tiền Gần Chợ Thành Thái Quy Nhơn Nam 52m GIÁ Chỉ 3 ty5
+Nhà 2,5 mê x","3,5 tỷ",52 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-nha-mat-pho-phuong-quang-trung-7/him-ngon-ban-2-5-me-tien-gan-cho-thanh-thai-quy-nhon-nam-52m-gia-chi-3-ty5-2-5-me-x-pr45798092
Cần hộ chung cư,Hàng giá tốt căn hộ Quy Nhơn Melody - full nội thất,"1,3 tỷ","50,4 m²",,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trung-tin-phuong-nguyen-van-cu-quy-nhon-melody/gio-hang-chuyen-nhuong-50-gia-tot-full-noi-that-pr43605443
Đất nền dự án,"Bán đất nền dự án tại Becamex VSIP Bình Định, 4,9 triệu / m2, 200 m2",980 triệu,200 m²,200 m2,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-canh-vinh-becamex-vsip-binh-dinh/ban-at-tai-inh-4-9-trieu-m2-200-m2-pr45793207
Cần hộ chung cư,Simona Heights tầm view biển Quy Nhơn - sổ đỏ lâu dài - miễn phí 3 năm phí quản lý - CK đến 10%,"2,43 tỷ",65 m²,,,,,,Sổ đỏ,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/tam-view-bien-quy-nhon-so-do-lau-dai-mien-phi-3-nam-phi-quan-ly-ck-den-12-pr44404012
Đất nền dự án,"Đất nền Bồng Sơn-Hoài nhơn, sổ hồng từng lô, giá chỉ từ 16,5 tr/m2 ngay trong khu dân cư hiện hữu","1,7 tỷ",99 m²,,Nam,,,,Sổ hồng,TX. Hoài Nhơn,TX. Hoài Nhơn (P. Hoài Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quang-trung-xa-hoai-tan-phuc-gia-tan/at-nhon-lai-pr45692782
Cần hộ chung cư,Bán căn hộ Phú Tài Central Life Quy Nhơn 2PN. Ngân hàng cho vay 70%,"2,03 tỷ",55 m²,,Nam,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/ban-quy-nhon-1pn-2pn-ngan-hang-cho-vay-70-pr43703687
Đất nền dự án,Cần bán nhanh lô Tây Bắc giá 28tr/m2 khu B1 An Phú Thịnh. Liên Hệ Tư Vấn 0903 601 ***,"3,19 tỷ",114 m²,,Tây,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huynh-tan-phat-phuong-nhon-binh-khu-do-thi-an-phu-thinh/can-ban-nhanh-lo-dong-nam-102-5m2-gia-24-5-b1-lien-he-pr40485639
Đất nền dự án,"Nhơn Hội New City giá cắt lỗ sâu tháng 4/2026, giá rẻ nhất thị trường, 0981 568 *** 1,4 tỷ/nền","1,4 tỷ",·80 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-19b-1-xa-nhon-ly-khu-do-thi-moi-nhon-hoi-new-city/gia-cat-lo-sau-thang-06-2025-gia-re-nhat-truong-tu-1-65-ty-nen-pr43357056
Shophouse,"Bán nhà mặt phố trung tâm An Nhơn, cơ hội ở & đầu tư siêu đẹp","3,6 tỷ","90,3 m²",5x18m,,"3,5 tầng",4 PN,4 WC,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/ban-mat-trung-tam-an-nhon-co-hoi-o-au-sieu-ep-pr45786454
Cần hộ chung cư,"5 căn đầu tiên chiết khấu 9% căn view sông Vina2 Panorama giá từ 925 tr - 1,4 tỷ (Rẻ hơn 100 tr)",925 triệu,34 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-nhon-binh-vina2-panorama/goc-2pn-rong-nhat-view-song-gia-1-55-ty-thap-hon-650-trieu-pr40477195
Đất nền dự án,"Chính chủ gửi bán đất khu đô thị Cẩm Văn, P Nhơn Hưng, Tx An Nhơn, Bình Định",Giá thỏa thuận,125 m²,,Đông,,,,,TX. An Nhơn,TX. An Nhơn (P. An Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/chinh-chu-gui-ban-at-o-p-tx-binh-inh-pr45637888
Cần hộ chung cư,CĂN 3PN VIEW TRỰC DIỆN BIỂN ĐẸP NHẤT TOÀ NHÀ - TẶNG NỘI THẤT - VAY 70% MIỄN LÃI 12 THÁNG,"3,1 tỷ",84 m²,,Nam,,3 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/3pn-view-truc-dien-bien-ep-nhat-toa-nha-tang-noi-that-vay-70-mien-lai-12-thang-pr45300283
Đất nền dự án,"Bán đất nền dự án siêu hot tại Lô 48, Khu đô thị mới Cẩm Văn, 2,7 tỷ, 127m2","2,7 tỷ",125 m²,127m2,Đông,,,,,TX. An Nhơn,TX. An Nhơn (P. An Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/ban-at-sieu-hot-tai-48-o-2-7-ty-127m2-pr45792613
Nhà riêng,"Bds cho thuê hoặc ở gần chợ , bệnh viện, gần biển",7 tỷ,80 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khac-vien-phuong-ghenh-rang-155/bds-cho-thue-hoac-o-gan-cho-benh-gan-bien-pr45231615
Đất nền dự án,Bán nhanh suất nội bộ dự án Bắc Hà Thanh chủ đầu tư Phát Đạt. Liên hệ ngay 0903 601 ***,"1,8 tỷ",80 m²,,Bắc,,,,,H. Tuy Phước,H. Tuy Phước (X. Tuy Phước mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-phuoc-thuan-2-quy-nhon-iconic/ban-nhanh10-suat-noi-bo-bac-ha-thanh-chu-dau-tu-phat-lien-he-ngay-pr41123294
Bán đất,"Bán đất thôn Phú Gia, Xã Xuân An, Gia Lai, Khu QHDC Cát Tường, phù cát, bình định, 5x25 (giá rẻ)",850 triệu,125 m²,5x25,,,,,,H. Phù Cát,H. Phù Cát (X. Xuân An mới),https://batdongsan.com.vn/ban-dat-duong-quoc-lo-19b-xa-cat-tuong-149/ban-trung-tam-khu-qhdc-xuan-an-binh-dinh-gia-lai-5x25-pr45010923
Cần hộ chung cư,BÁN CĂN HỘ FLC SEA TOWER QUY NHƠN,Giá thỏa thuận,108 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-nguyen-van-cu-flc-seatower/ban-sea-tower-quy-nhon-pr45757429
Đất nền dự án,Đất nền TĐC Becamex VSIP Bình Định giá F0,"3,5 tỷ",287 m²,,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-canh-vinh-becamex-vsip-binh-dinh/at-t-c-inh-gia-f0-pr45771650
Bán đất,"Đất biển ở Tân Thắng, Cát Tiến giá 1,4 tỷ, Diện tích 275 m2 ngang 11x25.","1,3 tỷ",275 m²,275 m2,,,,,,H. Phù Cát,H. Phù Cát (X. Cát Tiến mới),https://batdongsan.com.vn/ban-dat-duong-tinh-lo-639-xa-cat-hai-1-149/at-bien-o-tan-thang-tien-gia-1-4-ty-dien-tich-275-m2-ngang-11x25-pr45227128
Đất nền dự án,"Chỉ còn lô cuối, đất trung tâm Hoài Nhơn giá 1.x tỷ, chậm là hết - Khu đô thị mới Phúc Gia Tân","1,43 tỷ",85 m²,,Nam,,,,,TX. Hoài Nhơn,TX. Hoài Nhơn (P. Hoài Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-hoai-tan-phuc-gia-tan/chi-con-vai-lo-cuoi-at-trung-tam-nhon-1-x-ty-cham-la-het-khu-o-thi-moi-tan-pr45663248
Shophouse,"Shopshouse Hưng Định City một chạm đến phát triển, đón đầu nguồn khách dồi dào","3,6 tỷ","90,3 m²",,,"3,5 tầng",4 PN,4 WC,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/shopshouse-inh-mot-cham-en-phat-trien-on-au-nguon-khach-doi-dao-pr45759173
Cần hộ chung cư,Bán căn hộ Altara Residences Quy Nhơn siêu rẻ - 2PN - 2 tỷ 150 triệu. Ngân hàng cho vay 70%,"2,15 tỷ",64 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/ban-quy-nhon-sieu-re-2pn-1-ty-890-trieu-ngan-hang-cho-vay-70-pr42752507
Bán đất,BÁN VÀI LÔ ĐẤT KHU ĐÔNG VIỆN SỐT RÉT QUY NHƠN GIÁ RẺ,"2,2 tỷ",103 m²,,ĐÔNG,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-dat-phuong-nhon-phu-1/ban-vai-lo-at-khu-ong-vien-sot-ret-quy-gia-re-pr45698936
Cần hộ chung cư,Simona Heights - Bàn giao thô cho khách tự sáng tạo không gian với chỉ 2.4 tỷ/căn 2PN,"2,4 tỷ",65 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/hang-sang-hoi-tu-gioi-tinh-hoa-o-quy-nhon-ban-giao-2026-pr43193849
Nhà biệt thự/liền kề,"Duy nhất 1 căn góc view sông giá chỉ như 1 căn thường tại Solera Quy Nhơn, chỉ 5,238 tỷ!","5,24 tỷ","96,5 m²",,Bắc,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-tran-quang-dieu-solera-quy-nhon/duy-nhat-1-can-goc-view-song-gia-chi-nhu-1-can-thuong-tai-chi-5-238-ty-pr45599824
Nhà biệt thự/liền kề,"Bán BT tại Hưng Định City, 5 triệu VND, 150m2, 20m mặt tiền, 30m ngõ trước",5 tỷ,150 m²,"150m2,",,,,,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/ban-bt-tai-inh-5-trieu-vnd-150m2-20m-mat-tien-30m-truoc-pr45684031
Bán đất,"Chính chủ cần bán đất mặt tiền Võ Mười, P. Ngô Mây, trung tâm Quy Nhơn",12 tỷ,"162,6 m²",,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-duong-vo-muoi-phuong-ngo-may-1-155/chinh-chu-can-ban-at-mat-tien-p-trung-tam-quy-nhon-pr45550702
Nhà biệt thự/liền kề,"Bán biệt thự Hưng Định City, 5 tỷ VND, 150m2, pháp lý đầy đủ",5 tỷ,150 m²,"150m2,",,,,,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/ban-inh-5-ty-vnd-150m2-phap-ly-ay-u-pr45684109
Nhà riêng,"Bán Nhà TP Quy Nhơn, DT sàn 114m2 - giá 2.289ty","2,29 tỷ",114 m²,114m2,Bắc,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-nha-rieng-duong-van-tien-dung-phuong-tran-quang-dieu-155/ban-tp-quy-nhon-dt-san-114m2-gia-2-289ty-pr45659375
Cần hộ chung cư,Căn hộ siêu VIP trực diện biển Quy Nhơn - sổ hồng lâu dài - giá chỉ từ 48tr/m2 - full 80% nội thất,"3,15 tỷ",65 m²,,,,,,Sổ hồng,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/sieu-vip-truc-dien-bien-so-hong-lau-dai-gia-chi-tu-48tr-m2-full-80-noi-that-pr45451984
Cần hộ chung cư,Bán căn hộ cao cấp 3PN - Simona Heights Quy Nhơn - Full nội thất xịn sò - Giá chỉ: 3.5 tỷ,"3,5 tỷ",90 m²,,,,3 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/hang-sang-tai-quy-nhon-cach-bien-300m-so-do-lau-dai-pr43034898
Đất nền dự án,Bán nhanh suất nội bộ dự án Central Avenue Quy Nhơn (sắp mở bán) liên hệ ngay 0903 601 ***,"2,2 tỷ",100 m²,,,,,,,H. Phù Cát,H. Phù Cát (X. Cát Tiến mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-cat-tien-central-avenue-quy-nhon/ban-nhanh-10-suat-noi-bo-sap-mo-ban-lien-he-ngay-pr41119628
Nhà mặt phố,"Bán nhà mặt phố 770 đường Trần Hưng Đạo, Quy Nhơn, Gia Lai (Bình Định)",Giá thỏa thuận,"160,7 m²",,,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-dong-da-155/ban-770-quy-nhon-binh-dinh-pr43028918
Shophouse,Phú Gia Royal Park - căn độc quyền giá tốt nhất chỉ từ 6 tỷ /căn,6 tỷ,72 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tay-son-phuong-quang-trung-7-phu-gia-royal-park/can-doc-quyen-tot-nhat-chi-tu-5-5-ty-can-pr44923301
Cần hộ chung cư,Căn hộ biển Simona Height sở hữu lâu dài tiện ích 5* (tặng full nội thất cao cấp 400tr),"2,77 tỷ",65 m²,,,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/hang-sang-height-so-huu-lau-dai-tien-ich-5-ck-len-den-15-pr42278394
Đất nền dự án,"Bán đất nền dự án Khu đô thị mới Cẩm Văn, 2,9 tỷ, 125m2, view đẹp","2,8 tỷ",125 m²,"125m2,",Đông,,,,,TX. An Nhơn,TX. An Nhơn (P. An Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/ban-at-o-2-9-ty-125m2-view-ep-pr45638061
Nhà riêng,"CHÍNH CHỦ CẦN BÁN NHÀ HẺM ÂU CƠ, PHÚ TÀI, GIÁ NHỈNH 1,7 TỶ","1,75 tỷ",52 m²,,Tây,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Tây mới),https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-bui-thi-xuan-1-155/chinh-chu-can-ban-hem-phu-tai-gia-nhinh-1-7-ty-pr45447746
Đất nền dự án,VSIP Bình Định - 1 cặp ngộp sổ sẵn trục đường 16m GĐ1 VSIP,690 triệu,150 m²,,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-canh-vinh-becamex-vsip-binh-dinh/inh-1-cap-ngop-so-san-truc-uong-16m-g-1-vsip-pr45689668
Nhà biệt thự/liền kề,"Bán Nhà Biệt Thự Hưng Định City, 2,6 tỷ, 100m2, Chính chủ, Hot!","2,6 tỷ",100 m²,"100m2,",,,,,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/ban-inh-2-6-ty-100m2-chinh-chu-hot-pr45683700
Bán đất,Đất biển 2 mặt tiền Cát Tiến giá chỉ 28.6tr/m2 trục đường Hoàng Sa,"5,69 tỷ",199 m²,,,,,,,H. Phù Cát,H. Phù Cát (X. Cát Tiến mới),https://batdongsan.com.vn/ban-dat-duong-hoang-sa-xa-cat-tien-149/at-bien-2-mat-tien-gia-chi-28-6tr-m2-truc-uong-sa-pr45778359
Đất nền dự án,"Tại sao với ngân sách 1,1 tỷ, anh chị không nên bỏ lỡ cơ hội sở hữu lô đất Phúc Gia Tân","1,03 tỷ",65 m²,,Nam,,,,,TX. Hoài Nhơn,TX. Hoài Nhơn (P. Hoài Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-hoai-tan-phuc-gia-tan/tai-sao-voi-ngan-sach-1-1-ty-anh-chi-khong-bo-lo-co-hoi-so-huu-lo-at-tan-pr45650227
Đất nền dự án,Cơ hội sở hữu đất VSIP Bình Định giá 1.3 tỷ,"1,3 tỷ",200 m²,,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-19c-xa-canh-vinh-becamex-vsip-binh-dinh/co-hoi-so-huu-at-inh-gia-tu-5-trieu-m2-pr45536949
Shophouse,"Bán shophouse 100m2, 3,3 tỷ ở Quốc Lộ 1A, Bình Định, An Nhơn, chính chủ, HOT","3,3 tỷ",100 m²,"100m2,",,,,,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-quoc-lo-1a-phuong-binh-dinh-146/ban-100m2-3-3-ty-o-an-nhon-chinh-chu-hot-pr44836929
Đất nền dự án,"Đất nền dự án tại KĐTM Cẩm Văn, An Nhơn, Bình Định, với diện tích 125m², giá chỉ 2,8 tỷ","2,8 tỷ",125 m²,,Đông,,,,,TX. An Nhơn,TX. An Nhơn (P. An Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/at-tai-k-tm-binh-inh-voi-dien-tich-125m-gia-chi-2-8-ty-pr45621698
Cần hộ chung cư,Căn studio tại Phú Tài 2 Central Life phù hợp đầu tư,"1,4 tỷ",35 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/studio-tai-2-hop-dau-tu-pr44535140
Cần hộ chung cư,Sang Nhượng Căn Hộ 2 Phòng Ngủ Full Nội Thất,"2,4 tỷ",65 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/sang-nhuong-2-phong-ngu-full-noi-that-pr45763098
Nhà riêng,"Bán nhà 75 đường Huỳnh Tịch của gần sông Hà Thanh 100m, DT: 95m2 giá bán: 4 tỷ",4 tỷ,95 m²,95m2,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tinh-cua-phuong-nhon-binh-155/ban-tich-view-song-ha-thanhdt-95m2-gia-ban-3ty950tr-pr45132679
Bán đất,476m2 gần biển bất động sản biển Mũi Vi Rồng Phù Mỹ - Bình Định,"3,9 tỷ",·476 m²,476m2,Đông,,,,,H. Phù Mỹ,H. Phù Mỹ (X. Phù Mỹ Đông mới),https://batdongsan.com.vn/ban-dat-duong-tinh-lo-639-xa-my-tho-150/476m2-gan-bien-bat-ong-san-bien-mui-vi-rong-phu-binh-inh-pr45522833
Cần hộ chung cư,Quỹ căn ngoại giao 55triệu/m2 Toà A The Sailing Quy Nhơn - Căn góc 3pn giá 4tỷ850,"4,84 tỷ",88 m²,,,,3 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/ngoai-giao-55trieu-m2-toa-a-goc-3pn-gia-4ty850-pr45735382
Bán đất,"Bán nhanh lô đất ở Cát Khánh mặt tiền đường 45m, 3,5 tỷ, diện tích 300m2, pháp lý đầy đủ","3,5 tỷ",300 m²,"300m2,",,,,,,H. Phù Cát,H. Phù Cát (X. Đề Gi mới),https://batdongsan.com.vn/ban-dat-duong-tinh-lo-639-xa-cat-khanh-1-149/ban-nhanh-at-o-mat-tien-uong-45m-3-5-ty-dien-tich-300m2-phap-ly-ay-u-pr45620729
Cần hộ chung cư,"Còn sót lại vài căn 2pn chung cư Thịnh Phát với giá rẻ bất ngờ, tốt hơn bao giờ hết",Giá thỏa thuận,60 m²,,Nam,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-nien-1-phuong-quang-trung-7-thinh-phat-tower/sang-nhuong-2pn-huong-dong-nam-co-ban-cong-tang-cao-dep-nhat-toa-nha-voi-gia-cuc-ky-hap-dan-pr40595041
Đất nền dự án,Đất Becamex VSIP Bình Định sổ sẵn,735 triệu,150 m²,,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-canh-vinh-becamex-vsip-binh-dinh/at-khu-cong-nghiep-inh-pr45750693
Nhà mặt phố,"Bán Nhà Mặt Tiền Kinh Doanh Sầm Uất Hoa Lư VIEW SÔNG Đẳng Cấp Hà Thanh Phường Quy Nhơn, 89m2, 7 tyx","7,45 tỷ",89 m²,"89m2,",,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoa-lu-phuong-dong-da-155/ban-tien-kinh-doanh-view-song-ha-thanh-p-quy-nhon-108m2-ngang5m-chi-tu-5tyxx-pr43571226
Cần hộ chung cư,Chủ kẹt tiền cần bán nhanh căn 1PN full nội thất căn hộ Altara Quy Nhơn. Liên hệ 0903 601 ***,"1,45 tỷ",45 m²,,,,1 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/chu-ket-tien-ban-nhanh-1-pn-full-noi-that-quy-nhon-lien-he-pr40470351
